UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,YEAR,QUARTER,CURR_ASSETS,FLIGHT_EQUIP,ASSETS,CURR_LIABILITIES,NON_REC_LIAB,DEF_CREDITS
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2010,4,919660,2109938,3008001,423599,983450,439396
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2006,3,198093.7,605509.29,783976.87,159782.76,414370.65,14772.07
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2011,2,467129.63,1632877.02,1856736.98,197913.08,752816.92,256680.95
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2011,1,874031,2118573,2961767,401946,970892,439815
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2013,4,131937.87,485233.93,491008.41,96166.9,74483.24,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1995,3,125725.52,150981.87,393012.86,41793.98,99526.44,39605.12
WO,World Airways Inc.,WO,World Airways Inc.,2004,1,90751,85558,153248,75450,76518,
X9,Omni Air International LLC,X9,Omni Air Express,2015,3,76321.77,0,108850.95,37886.75,269.37,0
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1992,3,3437359,7068580,11567045,4649088,4615231,1344360
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2006,2,335044.1,14357.68,740567.65,314454.9,461115.18,10991.98
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,2003,3,352339.67,229110.17,705388.47,244452.22,394604.32,
WO,World Airways Inc.,WO,World Airways Inc.,2008,3,122622,101512,468654,143134,98483,
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,2001,4,112619.63,265749.97,338321.68,147292.07,62173.31,19217
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2006,3,382894.26,830840.65,1405720.09,222552.95,865995.79,88359.04
OH (1),Comair Inc.,OH,Comair Inc.,2005,1,723398,1656109,2213580,388800,977632,228508
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1999,1,70851.45,7204.88,119620.3,68558.88,6572.75,98.02
AA,American Airlines Inc.,AA,American Airlines Inc.,1997,4,3994260,11876424,17765116,5371502,4027239,3023817
X9,Omni Air International LLC,X9,Omni Air Express,2013,4,75039.05,2523.31,107525.62,26536.28,0,0
FX,Federal Express Corporation,FM,Federal Express Corporation,1994,1,1661069,2754479,5898436,1430081,2016858,574696
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2004,4,3470571,9710090,18697221,4333397,11093719,827700
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2008,2,125994.91,265458.58,464342.88,69441.56,88497.24,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1999,3,124021.11,10681.33,152935,80370.75,5958.07,30.93
FX,Federal Express Corporation,FX,Federal Express Corporation,2001,3,2671732,5037312,9545556,2437517,1345484,1446153
FX,Federal Express Corporation,FX,Federal Express Corporation,2002,1,2694641,5854949,9824472,2361861,1352751,1532997
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2014,4,342618.5,1739076.76,1525197,281838.35,434780.39,165553.25
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2015,4,133414.05,464205.4,478337.9,60429.41,36685.85,
X9,Omni Air International LLC,X9,Omni Air Express,2014,2,78492.36,2523.31,119987.13,45260.93,483,0
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2012,1,1835495,3370678,4890495,1707276,1306326,653346
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,2002,1,107967.97,199019.57,297285.04,136139.77,62331.67,9311
FX,Federal Express Corporation,FM,Federal Express Corporation,1991,1,1341062,2336168,5926013,1356247,2619847,308219
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2009,4,631490,1614579,1996768,211148,881135,257180
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1994,2,342662,700353,1176025,435896,427421,44378
AA,American Airlines Inc.,AA,American Airlines Inc.,1995,2,3322838,12798962,18158331,5498392,7208186,1966955
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2013,4,4288336,16867881,19177780,5676195,2320852,3844456
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2003,1,3272938,15423502,24174847,6555301,18893396,950212
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2003,3,119637.13,405788.18,576747.37,173297.28,356082.01,19655.71
G4,Allegiant Air,G4,Allegiant Air,2012,3,284167.36,505151.38,644451.47,209043.52,20673.33,
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1996,4,366932,753138,1247900,518938,295313,76608
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,2001,3,114742.97,251191.32,343537.45,149373.09,62983.71,19894
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2004,1,70107.35,46886.38,127188.66,24056.74,3739.66,
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2006,1,105053.1,92980.35,290283.59,58924.55,,
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1999,2,75937,111444,218533,55750,84302,
G4,Allegiant Air,G4,Allegiant Air,2012,1,271094.93,459782.62,608209.34,235381.97,14060.34,
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2005,1,89744.01,36741.16,190187.41,44820.79,121015.17,8325.38
FX,Federal Express Corporation,FM,Federal Express Corporation,1994,2,1779682,2805531,6028868,1535451,1987232,553949
ER,"Astar USA, LLC",ER,DHL Airways,1998,4,224974.05,289638.93,476659.28,171080.21,128145.81,13243.79
ER,"Astar USA, LLC",ER,DHL Airways,1993,2,134670.56,95920.94,253267.14,89910.23,25023.76,
NA,North American Airlines,NA,North American Airlines,2010,3,96828,53088,228259,97379,11568,46163
ER,"Astar USA, LLC",ER,DHL Airways,1993,4,139341.01,98211.04,263946.86,100805.02,12910.79,
FX,Federal Express Corporation,FM,Federal Express Corporation,1994,4,1781161,2868322,6140546,1556563,1839662,632681
ABX,ABX Air Inc,ABX,ABX Air Inc,2008,2,465125,679749,1025288,157204,695060,611
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2007,2,371175.45,869700.84,1437764.34,122832.68,970460.7,84223.33
5X,United Parcel Service,5X,United Parcel Service,2007,3,353939,10443760,9458711,323591,2687849,2188718
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2014,3,129168.11,485605.91,476182.46,105313.78,47653.58,
G4,Allegiant Air,G4,Allegiant Air,2015,1,646488.95,990834.16,1406386.21,369516.16,239889.34,2209.08
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1998,1,74383,62395,155791,49783,52340,
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,1996,2,181018.34,189580.85,623540.02,63705.4,369594.02,
FX,Federal Express Corporation,FX,Federal Express Corporation,2002,4,2942998,6305218,10344105,2473922,1357284,1588265
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2004,1,161980.7,663240.5,830375.09,273518.83,537157.97,19418.74
CS,Continental Micronesia,CS,Continental Micronesia,1994,3,269304,910,941410,297827,219947,145333
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2001,4,179332.56,21924.15,308245.94,249375.16,77128.19,2952
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2015,1,3153765,4348332,7152907,2273161,962616,1045586
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1999,4,112550.06,18240.63,150573.69,70606.86,6782.38,1269.15
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,1999,4,1859057,6233737,13854186,3458920,4258346,1393164
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2015,4,113883.03,29086.89,208391.07,149853.93,16030.67,0
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2012,1,308129.78,1271287.72,1291715.25,112950.94,712786.95,217368.32
RD,Ryan International Airlines,RD,Ryan International Airlines,2004,1,62229.45,6195.88,62637.72,61235.45,,
FX,Federal Express Corporation,FX,Federal Express Corporation,2003,1,2899602,6287648,10483078,2426851,1264565,1795899
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2014,1,124668.89,483864.83,477876.25,97314.32,61260.89,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1996,3,105346.43,433006.28,658577.22,54473.97,402863.42,45087.24
5X,United Parcel Service,5X,United Parcel Service,2014,4,1124991.86,11030450.4,8762263.12,672173.58,1055948.6,2942342.26
CS,Continental Micronesia,CS,Continental Micronesia,2008,3,181535,,897950.2,35204.2,259500,155031
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1999,1,83110,107917,213717,55203,84046,
ABX,ABX Air Inc,ABX,ABX Air Inc,2008,3,449823,635056,968769,147108,650544,611
X9,Omni Air International LLC,X9,Omni Air Express,2010,4,92465.81,2523.31,109002.69,27149.5,0,0
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,1996,2,665887,2976164,3577842,739630,655726,628578
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2008,1,130391.73,130470.79,423494.16,71102.57,44908.24,
5X,United Parcel Service,5X,United Parcel Service,2004,3,243832,8781514,7649540,847136,479656,2104683
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1996,3,429561,765159,1268941,483969,331901,96341
XE,ExpressJet Airlines Inc. (1),XE,ExpressJet Airlines Inc.,2010,4,88946,99309,219132,89770,3967,-26706
5X,United Parcel Service,5X,United Parcel Service,2005,1,251224,8992551,7787333,1032696,382193,2107959
FX,Federal Express Corporation,FX,Federal Express Corporation,2002,2,2874758,6151927,10067240,2430557,1349389,1592478
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2012,1,507094.47,1742284.51,1819802.81,314863.96,668425.53,217914.23
WO,World Airways Inc.,WO,World Airways Inc.,2004,3,95754,84204,154439,67921,68393,
5X,United Parcel Service,5X,United Parcel Service,2015,2,578158.04,11037912.73,8014992.64,643909.96,369939.45,2821014.6
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2007,4,780465,1549479,2491492,305793,722894,362307
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2001,1,84689,147830,340719,104119,140652,2634
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1996,2,414944,813555,1263582,501931,356979,79500
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2009,3,284607.43,505323.9,895681.53,330642.27,261548.26,18038.9
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2006,2,100651.44,100636.51,282881.28,51402.57,,
FX,Federal Express Corporation,FM,Federal Express Corporation,1994,3,1788198,2843971,6100620,1538029,1921384,618131
ABX,ABX Air Inc,ABX,ABX Air Inc,2010,1,593402,388931,888904,142513,472259,1898
ABX,ABX Air Inc,ABX,Airborne Express Inc.,2005,1,123922,516955,491342,152127,244183,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2010,4,138087.43,887529.19,1303175.91,88242.84,1308208.76,172549.97
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2010,1,97488.61,433065.48,556241.4,76385.96,282813,148802
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2007,1,377415.35,859677.9,1396066.37,116823.44,933854.07,81533.79
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2004,2,157776.3,683330.86,838096.17,163863.24,659089.03,19690.34
9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2016,2,139686.29,47556.19,194790.43,107749.44,32343.75,0
5X,United Parcel Service,5X,United Parcel Service,2008,2,458574,11019848,10011844,436127,2839680,2451814
X9,Omni Air International LLC,X9,Omni Air Express,2014,1,78287.88,2523.31,109318.04,23642.55,0,0
FX,Federal Express Corporation,FM,Federal Express Corporation,1995,2,1899966,2895295,6522311,1823485,1686499,732883
X9,Omni Air International LLC,X9,Omni Air Express,2012,3,76605.28,2523.31,106765.61,23397.54,0,0
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1996,4,118819.73,464552.8,712503.98,56791.77,381972.75,41297.18
WO,World Airways Inc.,WO,World Airways Inc.,2004,4,119955,84514,177888,89440,57428,
FX,Federal Express Corporation,FM,Federal Express Corporation,1993,1,1380338,2793266,5833284,1327224,2370649,434983
WO,World Airways Inc.,WO,World Airways Inc.,2003,4,92992,86346,157301,84429,79545,
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2010,3,905580,2102778,3004177,404164,1007709,427436
AA,American Airlines Inc.,AA,American Airlines Inc.,1999,1,4090381,12258473,19352719,5436053,4257052,3196874
HP,America West Airlines Inc.,HP,America West Airlines Inc.,1991,4,208428.84,800181.67,1133115.68,364641.56,800804.75,112207.61
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2004,4,1210998,2066032,3093935,911559,1047501,458101
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2009,3,233329.59,1028276.52,1206941.78,136811.71,653161.4,67390.9
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2013,3,134835.93,487224.46,505443.1,96584.96,80268.22,
NK,Spirit Air Lines,NK,Spirit Air Lines,2009,2,143753,3284,292111,189570,301553,21348
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2013,1,522545.28,846314.19,1822295.49,747847.03,877989.71,0
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2009,1,200069.69,910805.45,1249990.16,93559.56,772547.94,145191.59
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1991,3,280841,593370,1134016,347785,327040,83341
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2015,3,102279.95,0,103832.01,88115.18,256.39,0
AA,American Airlines Inc.,AA,American Airlines Inc.,1995,1,2926251,12653556,17850337,4764657,7829541,1966049
NK,Spirit Air Lines,NK,Spirit Air Lines,2007,4,130194.44,1675.85,257381.55,211348.77,184892.96,14191.08
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2006,3,110211.79,100777.31,289219.3,55319.96,,
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2005,1,94037.65,71583.27,218826.77,40726.16,,
5X,United Parcel Service,5X,United Parcel Service,2008,3,488172,11420335,10137996,662117,2808429,2361331
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2005,1,305200,1756714,2025777,291991,1260286,112946
B6,JetBlue Airways,B6,JetBlue Airways,2005,1,734988.73,1945134.24,3236354.83,553815.77,1747154.92,163526.87
ER,"Astar USA, LLC",ER,DHL Airways,1996,4,207151.35,259319.16,484261.77,177364.19,31647.91,35477.59
FX,Federal Express Corporation,FM,Federal Express Corporation,1992,1,1366761,2355350,5653735,1336095,2595707,158347
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2007,3,5019265,7001329,24440363,4179899,9898712,2778759
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,1999,3,117621.49,368444.75,471524.44,107375.85,266161.79,
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2008,4,761529,1659515,2535855,328615,751537,371648
HP,America West Airlines Inc.,HP,America West Airlines Inc.,1990,1,209012.61,642813.89,977922.68,250864.76,575975.52,43755.86
ER,"Astar USA, LLC",ER,DHL Airways,1993,3,145479.8,97331.05,265669.91,96245.79,24748.51,
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2006,1,3057290,10120321,18136136,3176113,15879868,10711
AA,American Airlines Inc.,AA,American Airlines Inc.,1993,4,2528073,11942627,17749121,4240320,8438713,1901572
B6,JetBlue Airways,B6,JetBlue Airways,2007,1,1000150.23,3103364.85,5144924.74,1023741.17,2957609.56,203583.9
AA,American Airlines Inc.,AA,American Airlines Inc.,2001,3,5493793,18540950,27173411,5522938,8148835,6324590
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2010,2,856746,2095031,2962836,372570,1017673,420324
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2015,1,106437.8,0,108054.43,92443.12,150.88,0
X9,Omni Air International LLC,X9,Omni Air Express,2013,2,75079.03,2523.31,109165.71,37063.53,0,0
XE,ExpressJet Airlines Inc. (1),XE,ExpressJet Airlines Inc.,2009,1,151538.98,219720.75,354397.28,92617.98,341774.8,43578.5
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2010,2,108834.77,433308.27,563142.25,75741.92,284797.34,146898.95
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2012,2,966596,2246717,3029980,482905,932801,455074
XE,ExpressJet Airlines Inc. (1),XE,ExpressJet Airlines Inc.,2008,4,156396.89,221366.45,368320.02,90479.49,343380.89,43623.82
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2008,2,323585.88,785673.75,1088225.16,356213.81,602751.19,23070.3
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2013,2,2400966,3643526,5582498,1865062,1311741,789694
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2002,2,5372534,15423340,26952057,7357515,14760048,861364
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2015,3,117604.88,466368.67,465105.8,59370.25,38879.4,
B6,JetBlue Airways,B6,JetBlue Airways,2005,2,650904.47,2120853.25,3380648.57,567719.76,1844172.71,179714.15
XE,ExpressJet Airlines Inc. (1),XE,ExpressJet Airlines Inc.,2009,2,150147.38,210112.78,346845.28,93292.66,340610.98,43122.3
5X,United Parcel Service,5X,United Parcel Service,2007,4,408299,10599578,9596504,370238,2789094,2230359
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2012,2,194990,1271523.29,1166676.77,118363.64,690055.49,180349.4
YX,Republic Airlines,YX,Republic Airlines,2013,4,135750.82,1799845.77,1729936.11,372414.77,1111668.96,197562.73
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2007,1,220321.86,630951.16,830182.35,154124.35,413292.18,
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1997,4,74957,45214,142112,52804,39495,
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2012,2,4407161,15907378,18232319,5080272,3196626,3115216
ER,"Astar USA, LLC",ER,DHL Airways,1999,2,267516.05,319727.74,532538.71,315325.15,67967.84,16831.37
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2004,2,3799055,13765108,22201384,8552107,18374234,651927
OH (1),Comair Inc.,OH,Comair Inc.,2011,4,84479,794853,682432,198898,450513,14386
XJ,Mesaba Airlines,XJ,Mesaba Airlines,1997,3,95851,26706,124179,44174,,15309
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1995,3,399883,741537,1285196,479745,423952,70875
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2000,4,88560,145710,348841,91678,155444,
VX,Virgin America,VX,Virgin America,2014,1,330447.5,67099.21,789153.29,365048.56,755124.3,56577.14
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,1999,1,92483.7,313416.46,412189.43,118019.18,235433.85,
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2006,1,222029,1511791,1836328,345679,980506,50603
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2008,2,250300.39,885153.48,1300409.36,98983.28,872203.52,78686.34
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2003,2,3759132,15279408,23921468,7066402,19811540,885419
X9,Omni Air International LLC,X9,Omni Air Express,2012,2,84603.64,2523.31,116774.8,31491.68,0,0
XE,ExpressJet Airlines Inc. (1),XE,ExpressJet Airlines Inc.,2011,1,107969.49,99798.22,234730.29,120347.9,4066.01,-32849.65
ABX,ABX Air Inc,ABX,ABX Air Inc,2006,2,99093,617147,527502,146571,250509,
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1998,4,79155,107143,203581,46275,86843,
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2005,3,121106.23,39334.06,226514.29,87381.28,121000,9509.1
ER,"Astar USA, LLC",ER,DHL Airways,1992,4,147666.66,98252.19,249011.34,85761.26,28784.08,
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2015,2,120796.01,469484.19,468839.12,59636.96,41072.94,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2012,1,284548.09,244570.99,987887.99,687700.95,98828.06,121160.46
AA,American Airlines Inc.,AA,American Airlines Inc.,1994,2,2933252,12294308,18259151,4768532,8166979,1985708
9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2016,1,142169,42569.22,194185.25,99540.15,33750,0
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2009,2,98514.88,432020.17,569571.46,70778.45,319960,148153.72
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2005,4,541340,1228224,1981224,258822,542415,284934
SX,"Skybus Airlines, Inc.",SX,"Skybus Airlines, Inc.",2007,4,86847.46,4888.19,137186.19,48937.78,1552.5,5122.39
X9,Omni Air International LLC,X9,Omni Air Express,2010,3,84070.74,2523.31,99867.55,34936.5,,
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2009,2,788041,1733237,2626643,349871,800095,375736
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,1998,2,97634.55,289599.26,431894.09,93937.58,241920.47,
NK,Spirit Air Lines,NK,Spirit Air Lines,2004,2,140356.44,97861.28,251336.69,141641.25,29567.35,1847.48
OH (1),Comair Inc.,OH,Comair Inc.,2012,3,82356,609209,549283,158351,354817,13708
G4,Allegiant Air,G4,Allegiant Air,2013,4,454122.01,629135.04,900636.11,251361.82,84083.17,
YX,Republic Airlines,YX,Republic Airlines,2012,3,178488.56,1495516.62,1441188.84,370054.17,896389.98,126462.76
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2006,3,3930879,10105457,18366178,3269005,17255691,20980
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2004,4,215613.49,685455.99,931124.74,199609.71,648118.02,20840.06
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2004,1,3978000,13865000,22467000,8584000,18276000,681000
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2001,4,5375857,14387542,25745891,8266772,13043464,1006826
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2015,1,122184.38,472588.57,468469.54,66684.55,43266.49,
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2014,2,1042226,2591876,3328837,584121,969255,485210
FX,Federal Express Corporation,FM,Federal Express Corporation,1990,2,1317315,2008111,5755024,1174637,2584457,340250
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2011,1,1911113,3274241,4758266,1583231,1437252,610879
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2015,2,131622.2,0,133175.98,117513.52,202.03,0
FX,Federal Express Corporation,FM,Federal Express Corporation,1995,1,1818361,2881194,6303617,1580563,1877390,655639
